season,deputy_id,deputy_name,vist_rank,golos_rank,zakon_rank,allIn_rank,party_name_clean,days,times
4,99100743,Гальченко Валерий Владимирович,2,5,2,3,единая россия,1455,2
4,99100745,Войтенко Виктор Петрович,1,5,3,3,единая россия,1455,2
4,99100748,Гуров Александр Иванович,2,5,3,4,единая россия,1455,2
4,99100749,Исаев Андрей Константинович,5,5,4,5,единая россия,1455,2
4,99100750,Лебедев Игорь Владимирович,2,4,3,3,лдпр,1455,2
4,99100756,Липатов Юрий Александрович,3,5,1,3,единая россия,1455,2
4,99100759,Семигин Геннадий Юрьевич,1,1,1,1,Без или др,1451,2
4,99100761,Крашенинников Павел Владимирович,5,5,5,5,единая россия,1455,2
4,99100763,Багишаев Зайнулла Абдулгалимович,2,5,3,4,единая россия,1455,2
4,99100764,Гайнуллина Фарида Исмагиловна,5,5,4,5,единая россия,1455,2
4,99100766,Косачев Константин Иосифович,4,5,1,4,единая россия,1455,2
4,99100767,Пастухов Борис Николаевич,1,5,1,3,единая россия,1455,2
4,99100769,Ветров Константин Владимирович,1,5,3,3,единая россия,1453,2
4,99100770,Гузанов Алексей Анатольевич,2,5,3,4,единая россия,1455,2
4,99100771,Гуцериев Саит-Салам Сафарбекович,1,5,3,3,единая россия,1455,2
4,99100773,Керимов Сулейман Абусаидович,1,5,1,2,лдпр,1453,2
4,99100776,Слуцкий Леонид Эдуардович,1,4,1,2,лдпр,1455,2
4,99100779,Афанасьев Александр Михайлович,1,5,1,2,единая россия,1454,2
4,99100781,Муцоев Зелимхан Аликоевич,1,5,1,3,единая россия,1455,2
4,99100784,Аксаков Анатолий Геннадьевич,2,4,4,4,единая россия,1453,2
4,99100788,Шеин Олег Васильевич,5,1,2,3,справедливая россия,1455,2
4,99100794,Бенедиктов Николай Анатольевич,3,3,1,3,кпрф,1455,2
4,99100798,Динес Игорь Юрьевич,1,5,1,2,единая россия,1455,2
4,99100799,Драпеко Елена Григорьевна,3,1,2,2,кпрф,1452,2
4,99100800,Залепухин Николай Петрович,1,5,3,3,единая россия,1455,2
4,99100801,Залиханов Михаил Чоккаевич,1,5,3,3,единая россия,1455,2
4,99100803,Климов Владимир Владимирович,1,5,2,3,единая россия,1455,2
4,99100804,Клинцевич Франц Адамович,1,5,1,2,единая россия,1455,2
4,99100805,Ковалев Олег Иванович,5,5,1,4,единая россия,1455,2
4,99100806,Кондакова Елена Владимировна,1,5,3,3,единая россия,1455,2
4,99100808,Косариков Александр Николаевич,1,5,1,3,единая россия,1455,2
4,99100810,Мартынов Борис Алексеевич,1,5,1,2,единая россия,606,2
4,99100812,Родионов Игорь Николаевич,2,2,1,2,справедливая россия,1455,2
4,99100816,Чуев Александр Викторович,4,2,3,3,справедливая россия,1455,2
4,99100818,Беляков Александр Семенович,1,5,3,3,единая россия,457,2
4,99100821,Булаев Николай Иванович,4,5,1,4,единая россия,1383,2
4,99100823,Кузнецов Василий Федотович,2,5,1,3,единая россия,1455,2
4,99100829,Володин Вячеслав Викторович,3,5,5,5,единая россия,1455,2
4,99100830,Слиска Любовь Константиновна,5,5,3,5,единая россия,1455,2
4,99100831,Бездольный Александр Васильевич,3,5,3,4,единая россия,1455,2
4,99100832,Коробов Максим Леонидович,2,5,2,3,единая россия,1455,2
4,99100833,Каретников Владимир Владимирович,1,5,3,3,единая россия,988,2
4,99100834,Грызлов Борис Вячеславович,3,5,5,5,единая россия,1455,2
4,99100836,Плескачевский Виктор Семенович,4,5,5,5,единая россия,1455,2
4,99100844,Прощин Сергей Александрович,1,4,1,2,справедливая россия,1454,2
4,99100848,Южилин Виталий Александрович,1,3,2,2,справедливая россия,1454,2
4,99100849,Баржанова Маргарита Валерьевна,1,5,1,3,единая россия,1455,2
4,99100856,Азарова Надежда Борисовна,3,5,3,4,единая россия,1455,2
4,99100857,Гасанов Магомедкади Набиевич,1,5,3,3,единая россия,1455,2
4,99100858,Кокошин Андрей Афанасьевич,4,5,3,4,единая россия,1455,2
4,99100860,Лунцевич Валентин Васильевич,2,5,5,4,единая россия,1455,2
4,99100861,Опекунов Виктор Семенович,2,5,2,3,единая россия,1455,2
4,99100862,Игошин Игорь Николаевич,2,5,2,3,единая россия,1455,2
4,99100863,Рокицкий Михаил Рафаилович,2,5,2,3,единая россия,1455,2
4,99100864,Семёнов Виктор Александрович,1,5,1,3,единая россия,1455,2
4,99100865,Сизов Александр Александрович,3,5,3,4,единая россия,1455,2
4,99100867,Амиров Курбан-Али Амирович,2,5,1,3,единая россия,1455,2
4,99100868,Билалов Ахмед Гаджиевич,1,5,2,3,единая россия,1455,2
4,99100871,Быков Владимир Иванович,1,5,1,2,единая россия,260,2
4,99100872,Волковский Василий Иванович,1,5,1,2,единая россия,988,2
4,99100873,Галичанин Евгений Николаевич,1,5,1,3,единая россия,1455,2
4,99100874,Грачев Владимир Александрович,2,5,2,3,единая россия,1455,2
4,99100876,Житинкин Сергей Владимирович,2,5,3,4,единая россия,1455,2
4,99100877,Зубицкий Борис Давыдович,1,5,2,3,единая россия,1455,2
4,99100879,Коваль Александр Павлович,3,5,3,4,единая россия,1455,2
4,99100880,Кодзоев Башир Ильясович,1,5,3,3,единая россия,1455,2
4,99100881,Комиссаров Валерий Яковлевич,4,5,2,4,единая россия,1455,2
4,99100885,Огоньков Алексей Валентинович,1,5,2,3,единая россия,1455,2
4,99100886,Резник Владислав Матусович,4,5,5,5,единая россия,1455,2
4,99100888,Сафаралиев Гаджимет Керимович,2,5,3,4,единая россия,1455,2
4,99100892,Стрельченко Сергей Георгиевич,1,5,1,2,единая россия,798,2
4,99100893,Табачков Николай Ильич,1,5,3,4,единая россия,457,2
4,99100894,Тетерин Василий Николаевич,1,5,1,3,единая россия,662,2
4,99100897,Черемушкин Василий Павлович,5,5,1,4,единая россия,1455,2
4,99100899,Шоршоров Степан Мкртычевич,1,5,3,3,единая россия,1455,2
4,99100901,Литвинов Владимир Александрович,1,5,1,2,единая россия,536,2
4,99100904,Егиазарян Ашот Геворкович,1,4,1,2,лдпр,1455,2
4,99100913,Бурыкина Наталья Викторовна,4,5,5,5,единая россия,1455,1
4,99100951,Баскаев Аркадий Георгиевич,1,5,2,3,единая россия,1455,2
4,99100952,Алкснис Виктор Имантович,4,2,2,3,Без или др,1452,2
4,99100971,Купцов Валентин Александрович,3,4,1,3,кпрф,1455,3
4,99100987,Черепков Виктор Иванович,3,3,1,3,Без или др,1453,2
4,99101528,Герасименко Николай Федорович,4,5,3,4,единая россия,1455,3
4,99101689,Горюнов Владимир Дмитриевич,1,5,2,3,единая россия,1455,2
4,99101697,Горячева Светлана Петровна,4,2,1,2,Без или др,1455,3
4,99101709,Гребенников Валерий Васильевич,4,5,3,4,единая россия,1455,3
4,99101754,Гришуков Владимир Витальевич,4,3,1,3,кпрф,1455,3
4,99102051,Гончар Николай Николаевич,4,4,3,4,единая россия,1454,3
4,99102119,Емельянов Михаил Васильевич,3,5,3,4,единая россия,1455,3
4,99102191,Ждакаев Иван Андреевич,2,1,1,2,кпрф,716,3
4,99102425,Зяблицев Евгений Геннадьевич,1,1,1,1,справедливая россия,1375,3
4,99102481,Иванченко Леонид Андреевич,2,1,1,1,кпрф,1454,3
4,99102624,Казаковцев Владимир Александрович,1,4,3,3,кпрф,882,3
4,99102771,Катальников Владимир Дмитриевич,2,5,2,3,единая россия,1455,3
4,99102806,Кибирев Борис Григорьевич,4,3,1,3,кпрф,1455,3
4,99102913,Кобзон Иосиф Давыдович,1,5,2,3,единая россия,1455,3
4,99103048,Кондратенко Николай Игнатович,5,4,1,3,кпрф,1455,1
4,99103226,Кравец Александр Алексеевич,3,3,1,3,кпрф,1455,3
4,99103327,Куваев Александр Александрович,1,2,1,2,Без или др,1450,3
4,99103832,Макашов Альберт Михайлович,4,3,1,3,кпрф,1455,2
4,99103853,Малеев Валерий Геннадьевич,1,5,1,2,единая россия,440,1
4,99103965,Маслюков Юрий Дмитриевич,1,4,1,2,кпрф,1455,3
4,99104023,Мельников Иван Иванович,3,4,1,3,кпрф,1455,3
4,99104259,Мусатов Михаил Иванович,1,4,1,2,лдпр,1455,3
4,99104392,Никитин Владимир Петрович,4,2,2,3,справедливая россия,1455,3
4,99104393,Никитин Владимир Степанович,2,3,1,2,кпрф,1455,3
4,99104578,Останина Нина Александровна,4,3,3,4,кпрф,1455,3
4,99104631,Панина Елена Владимировна,2,5,4,4,единая россия,1455,2
4,99104953,Попов Сергей Алексеевич,1,2,2,1,Без или др,1455,3
4,99105084,Райков Геннадий Иванович,3,5,1,4,единая россия,1191,3
4,99105149,Рогозин Дмитрий Олегович,4,2,3,3,справедливая россия,1450,3
4,99105189,Романов Валентин Степанович,4,4,1,3,кпрф,1455,3
4,99105193,Романов Петр Васильевич,1,4,1,2,кпрф,1455,3
4,99105318,Савицкая Светлана Евгеньевна,3,3,3,3,кпрф,1455,3
4,99105417,Сапожников Николай Иванович,3,4,2,3,кпрф,1455,3
4,99105461,Свечников Петр Григорьевич,1,4,1,2,кпрф,1455,3
4,99105547,Сергиенко Валерий Иванович,1,3,2,2,справедливая россия,1234,2
4,99105719,Смолин Олег Николаевич,5,3,1,3,кпрф,1455,3
4,99105790,Соломатин Егор Юрьевич,1,2,2,2,лдпр,1453,3
4,99106031,Тарачев Владимир Александрович,2,5,3,4,единая россия,1455,3
4,99106234,Тягунов Александр Александрович,3,5,5,5,единая россия,1455,2
4,99106845,Швец Любовь Никитична,3,4,1,3,кпрф,1455,3
4,99106978,Штогрин Сергей Иванович,4,3,2,3,кпрф,1455,3
4,99107113,Язев Валерий Афонасьевич,4,5,3,4,единая россия,1455,3
4,99107115,Боос Георгий Валентинович,4,5,4,5,единая россия,646,3
4,99107264,Бугера Михаил Евгеньевич,3,5,2,4,единая россия,1455,3
4,99107374,Варенников Валентин Иванович,4,3,2,3,справедливая россия,1453,2
4,99107483,Коржаков Александр Васильевич,1,5,1,2,единая россия,1455,3
4,99107511,Антуфьев Сергей Владимирович,3,5,3,4,единая россия,1455,1
4,99107556,Зубов Валерий Михайлович,4,2,5,4,единая россия,1453,2
4,99107570,Козерадский Анатолий Александрович,2,5,2,3,единая россия,1455,1
4,99107572,Колесников Виктор Михайлович,1,5,3,3,единая россия,1455,1
4,99107596,Нахушев Заурби Ахмедович,3,5,1,4,единая россия,1455,1
4,99107627,Спиридонов Юрий Алексеевич,1,4,3,3,единая россия,1453,1
4,99107656,Пехтин Владимир Алексеевич,3,5,5,5,единая россия,1455,2
4,99107687,Гартунг Валерий Карлович,3,1,2,2,единая россия,1454,3
4,99107703,Коршунов Лев Александрович,2,5,3,4,единая россия,1316,1
4,99107708,Пивненко Валентина Николаевна,3,5,2,4,единая россия,1455,2
4,99107732,Медведев Юрий Германович,4,5,4,5,единая россия,1455,2
4,99107756,Лихачев Алексей Евгеньевич,3,5,3,4,единая россия,1455,2
4,99107761,Ситнов Виктор Владимирович,2,5,2,3,единая россия,1455,1
4,99107767,Чернышенко Игорь Константинович,2,5,1,3,единая россия,1455,2
4,99107816,Завгаев Ахмар Гапурович,1,5,2,3,единая россия,1455,1
4,99107823,Гудков Геннадий Владимирович,4,4,4,4,единая россия,1454,2
4,99107842,Попов Сергей Александрович,1,5,1,2,единая россия,1455,1
4,99107852,Аристов Александр Михайлович,1,5,1,2,единая россия,1455,1
4,99107856,Волков Юрий Николаевич,1,5,5,4,единая россия,1455,1
4,99107878,Ондар Чылгычы Чимит-Доржуевич,1,5,2,3,единая россия,1455,2
4,99107888,Морозов Игорь Николаевич,2,2,1,2,справедливая россия,1453,1
4,99107892,Комарова Наталья Владимировна,4,5,3,5,единая россия,1455,2
4,99107914,Нефедов Виктор Леонидович,1,5,2,3,единая россия,1455,1
4,99107916,Чиркин Андрей Борисович,1,5,1,3,единая россия,1455,1
4,99107932,Голиков Георгий Георгиевич,1,5,1,2,единая россия,1455,1
4,99107950,Заяшников Евгений Николаевич,1,5,1,3,единая россия,1455,1
4,99108215,Габдрахманов Ильдар Нуруллович,3,5,5,5,единая россия,1455,1
4,99109551,Асеев Владимир Михайлович,3,5,3,4,единая россия,1455,2
4,99109553,Пекпеев Сергей Тимурович,1,5,1,3,единая россия,1455,2
4,99109602,Малышкин Олег Александрович,5,4,1,3,лдпр,1454,1
4,99109652,Жидких Владимир Александрович,3,5,1,3,единая россия,1376,1
4,99109755,Рохмистров Максим Станиславович,2,4,2,3,лдпр,1454,1
4,99109794,Скоробогатько Александр Иванович,1,5,1,2,лдпр,1453,1
4,99109897,Столяров Олег Анатольевич,1,5,1,3,единая россия,1455,1
4,99109898,Богомольный Евгений Исаакович,3,5,5,5,единая россия,1455,1
4,99109899,Воронин Павел Юрьевич,4,5,1,4,единая россия,1455,1
4,99109900,Ищенко Александр Николаевич,2,5,2,3,единая россия,1455,1
4,99109901,Семенченко Анатолий Федорович,1,5,3,3,единая россия,1455,1
4,99109902,Стальмахов Владимир Александрович,1,5,1,3,единая россия,1455,1
4,99109903,Тян Любомир Индекович,3,5,2,4,единая россия,1455,1
4,99109904,Харченко Иван Николаевич,2,2,3,3,справедливая россия,1453,1
4,99109905,Сентюрин Юрий Петрович,2,3,1,2,справедливая россия,1230,1
4,99109906,Казаков Виктор Алексеевич,1,5,3,4,единая россия,1455,1
4,99109907,Баринов Игорь Вячеславович,3,5,2,4,единая россия,1455,1
4,99109908,Фральцова Тамара Анатольевна,3,5,3,4,единая россия,1455,1
4,99109909,Казаков Борис Анушеванович,1,5,1,2,единая россия,1455,1
4,99109910,Деренковский Виктор Яковлевич,1,5,1,2,единая россия,1454,1
4,99109911,Кнорр Андрей Филиппович,2,5,2,3,единая россия,1455,1
4,99109912,Хинштейн Александр Евсеевич,4,5,4,4,единая россия,1455,1
4,99109913,Харитонов Александр Николаевич,4,5,3,4,единая россия,1455,1
4,99109914,Елисейкин Станислав Агафонович,2,5,2,3,единая россия,1455,1
4,99109915,Салихов Альберт Ильдусович,2,5,2,3,единая россия,1455,1
4,99109916,Дубровин Сергей Иннокентьевич,1,5,2,3,единая россия,1455,1
4,99109917,Губайдуллин Ринат Шайхуллович,1,5,3,3,единая россия,1455,1
4,99109918,Филиппов Александр Николаевич,1,5,3,3,единая россия,1343,1
4,99109919,Мосякин Иван Яковлевич,2,5,3,4,единая россия,1192,1
4,99109920,Старков Анатолий Михайлович,1,5,1,3,единая россия,1455,1
4,99109921,Чижов Сергей Викторович,2,5,2,3,единая россия,1455,1
4,99109922,Бенин Андрей Александрович,1,5,1,2,единая россия,1455,1
4,99109923,Лосский Юрий Васильевич,1,4,1,2,единая россия,170,1
4,99109924,Литвинов Николай Петрович,1,5,1,2,единая россия,1455,1
4,99109925,Дятленко Валерий Владимирович,2,5,2,3,единая россия,1455,1
4,99109926,Шевелев Андрей Владимирович,2,5,3,4,единая россия,1455,1
4,99109927,Панов Валерий Викторович,2,5,3,4,единая россия,1455,1
4,99109928,Хайруллин Айрат Назипович,1,5,5,4,единая россия,1455,1
4,99109929,Афендулов Сергей Алексеевич,2,5,2,3,единая россия,1455,1
4,99109930,Камалетдинов Венер Хаернасович,1,5,2,3,единая россия,1455,1
4,99109931,Фурман Александр Борисович,1,5,1,2,единая россия,1455,1
4,99109932,Давлетова Камиля Жаудатовна,1,5,2,3,единая россия,1455,1
4,99109933,Кальметьев Марс Рахматуллович,2,5,1,3,единая россия,1455,1
4,99109934,Демчук Николай Васильевич,1,5,3,3,единая россия,1455,1
4,99109935,Бабич Михаил Викторович,3,5,3,4,единая россия,1455,1
4,99109936,Сысоев Александр Митрофанович,1,5,3,3,единая россия,1455,1
4,99109937,Сарычев Александр Викторович,2,5,2,4,единая россия,1455,1
4,99109938,Иванов Валентин Борисович,2,5,1,3,единая россия,1455,1
4,99109939,Самошин Андрей Анатольевич,1,4,1,2,единая россия,1453,1
4,99109940,Васильев Владимир Абдуалиевич,1,5,4,3,единая россия,1455,1
4,99109941,Виноградов Борис Алексеевич,4,2,2,3,справедливая россия,1453,1
4,99109942,Кармазина Раиса Васильевна,3,5,3,4,единая россия,1455,1
4,99109943,Ткачев Алексей Николаевич,1,5,1,2,единая россия,1455,1
4,99109944,Дорошенко Галина Степановна,2,5,2,3,единая россия,1455,1
4,99109945,Горбачев Владимир Лукич,2,5,5,5,единая россия,1455,1
4,99109946,Волков Алексей Николаевич,3,5,3,4,единая россия,1455,1
4,99109947,Осадчий Сергей Юрьевич,2,5,2,3,единая россия,1455,1
4,99109948,Груздев Владимир Сергеевич,4,5,4,5,единая россия,1455,1
4,99109949,Хованская Галина Петровна,3,1,4,3,Без или др,1455,1
4,99109950,Чухраёв Александр Михайлович,1,5,3,3,единая россия,1455,1
4,99109951,Трепов Евгений Александрович,1,5,1,3,единая россия,1455,1
4,99109952,Розуван Алексей Михайлович,3,5,4,4,единая россия,1455,1
4,99109953,Заварзин Виктор Михайлович,3,5,4,4,единая россия,1455,1
4,99109954,Селиверстова Ольга Юрьевна,1,5,3,4,единая россия,1455,1
4,99109955,Фадзаев Арсен Сулейманович,2,5,1,3,единая россия,1455,1
4,99109956,Максимова Надежда Сергеевна,3,5,3,4,единая россия,1455,1
4,99109957,Третьяк Владислав Александрович,2,5,3,4,единая россия,1455,1
4,99109958,Воробчуков Сергей Анатольевич,1,5,1,3,единая россия,1455,1
4,99109959,Собко Сергей Васильевич,3,3,2,3,кпрф,1455,1
4,99109960,Лазуткин Виктор Александрович,1,5,3,4,единая россия,1455,1
4,99109961,Камшилов Петр Петрович,1,5,3,3,единая россия,1455,1
4,99109962,Степанова Зоя Михайловна,2,5,3,4,единая россия,1455,1
4,99109963,Саблин Дмитрий Вадимович,1,5,3,4,единая россия,1455,1
4,99109964,Смоленский Владимир Иванович,1,5,3,4,единая россия,1455,1
4,99109965,Агеев Александр Александрович,3,5,3,4,единая россия,1455,1
4,99109966,Коган Александр Борисович,3,5,4,5,единая россия,1455,1
4,99109967,Васильев Иван Афанасьевич,2,5,3,4,единая россия,1455,1
4,99109968,Семеньков Василий Иванович,1,5,2,3,единая россия,1455,1
4,99109969,Панченко Ирина Александровна,1,5,2,3,единая россия,1454,1
4,99109970,Мальчихин Валерий Андреевич,2,5,2,3,единая россия,1455,1
4,99109971,Ройзман Евгений Вадимович,2,2,2,2,справедливая россия,1454,1
4,99109972,Крупчак Владимир Ярославович,1,5,2,3,единая россия,1455,1
4,99109973,Магдеев Марат Фаикович,2,5,1,3,единая россия,1455,1
4,99109974,Насташевский Святослав Анатольевич,2,2,1,2,справедливая россия,1452,1
4,99109975,Баков Антон Алексеевич,1,1,3,2,единая россия,1454,1
4,99109976,Локоть Анатолий Евгеньевич,5,4,2,4,кпрф,1455,1
4,99109977,Денин Николай Васильевич,1,5,3,3,единая россия,388,1
4,99109978,Нюдюрбегов Асан Нюдюрбегович,1,5,1,2,единая россия,1455,1
4,99109979,Исаков Игорь Анатольевич,1,5,3,3,единая россия,1455,1
4,99109980,Сигуткин Алексей Алексеевич,4,5,3,5,единая россия,1455,1
4,99109981,Борцов Николай Иванович,1,5,3,3,единая россия,1455,1
4,99109982,Дубовик Владимир Анатольевич,1,5,3,3,единая россия,1455,1
4,99109983,Усольцев Василий Иванович,1,5,2,3,единая россия,1455,1
4,99109984,Плохотнюк Борис Владимирович,2,5,3,4,единая россия,1455,1
4,99109985,Семенов Павел Владимирович,1,5,2,3,единая россия,1455,1
4,99109986,Васильев Владимир Алексеевич,1,5,2,3,единая россия,1455,1
4,99109987,Ермолин Анатолий Александрович,1,1,1,1,единая россия,1454,1
4,99109989,Назмеев Юрий Гаязович,1,5,1,3,единая россия,945,1
4,99109990,Козловский Александр Александрович,3,5,1,3,единая россия,1455,1
4,99109992,Богомолов Валерий Николаевич,1,5,5,4,единая россия,1455,1
4,99109994,Пепеляева Лиана Витальевна,3,5,4,4,единая россия,1455,1
4,99109995,Губкин Анатолий Алексеевич,1,5,2,3,единая россия,1455,1
4,99109997,Ашлапов Николай Иванович,1,5,3,3,единая россия,842,1
4,99109998,Аршба Отари Ионович,2,5,3,4,единая россия,1455,1
4,99109999,Эренбург Владимир Александрович,1,5,1,2,единая россия,1455,1
4,99110001,Клюс Виктор Александрович,1,5,1,3,единая россия,1455,1
4,99110002,Мухаметзакиров Анвар Мухаметкадырович,2,5,1,3,единая россия,1455,1
4,99110003,Ельцов Виктор Николаевич,3,5,3,4,единая россия,1455,1
4,99110004,Аюпов Мансур Анварович,1,5,3,3,единая россия,1455,1
4,99110005,Кравченко Валерий Николаевич,1,5,2,3,единая россия,1455,1
4,99110006,Васильев Юрий Викторович,5,5,4,5,единая россия,1455,1
4,99110007,Трофимов Евгений Николаевич,3,5,3,4,единая россия,1455,1
4,99110008,Маммаев Мамма Нурмагомедович,1,5,3,3,единая россия,1455,1
4,99110009,Суровов Сергей Борисович,1,5,3,3,единая россия,774,1
4,99110010,Бабошкин Анатолий Васильевич,1,5,3,4,единая россия,1455,1
4,99110011,Лебедева Марина Яковлевна,1,3,2,2,справедливая россия,1454,1
4,99110012,Султанов Шамиль Загитович,1,2,2,2,справедливая россия,1455,1
4,99110013,Лебедев Александр Евгеньевич,2,4,2,3,единая россия,1455,1
4,99110014,Леонов Николай Сергеевич,2,3,1,2,справедливая россия,1454,1
4,99110015,Шестаков Василий Борисович,1,2,2,2,справедливая россия,1452,1
4,99110016,Крутов Александр Николаевич,4,3,1,3,справедливая россия,1454,1
4,99110017,Савельева Ирина Валентиновна,2,2,2,2,Без или др,1453,1
4,99110018,Чаплинский Сергей Игоревич,3,3,1,3,справедливая россия,1453,1
4,99110019,Тюлькин Виктор Аркадьевич,5,3,2,4,кпрф,1455,1
4,99110020,Езерский Николай Николаевич,1,4,2,2,кпрф,1455,1
4,99110021,Кузнецов Виктор Егорович,5,4,2,4,кпрф,1455,1
4,99110022,Заполев Михаил Михайлович,4,3,1,3,кпрф,1455,1
4,99110023,Иванов Евгений Викторович,1,4,3,3,лдпр,1455,1
4,99110024,Бобырев Валентин Васильевич,2,5,3,4,единая россия,1454,1
4,99110025,Елизаров Илья Елизарович,1,4,2,2,лдпр,1454,1
4,99110026,Чуров Владимир Евгеньевич,1,5,1,2,лдпр,1192,1
4,99110027,Шадаев Дамир Равильевич,3,4,2,3,лдпр,1455,1
4,99110028,Чернышов Алексей Геннадиевич,4,4,1,3,лдпр,1455,1
4,99110029,Видьманов Виктор Михайлович,2,3,1,2,кпрф,1455,1
4,99110030,Ближина Любовь Федоровна,4,5,2,4,лдпр,1455,1
4,99110031,Каноков Арсен Баширович,1,5,1,2,лдпр,645,1
4,99110032,Тарасюк Василий Михайлович,3,5,3,4,лдпр,1455,1
4,99110033,Шайхутдинов Рифат Габдулхакович,1,4,1,2,лдпр,1455,1
4,99110034,Скорлуков Олег Альбертович,1,4,1,2,лдпр,1455,1
4,99110035,Курьянович Николай Владимирович,4,2,1,3,лдпр,1454,1
4,99110036,Мусатов Иван Михайлович,1,4,1,2,лдпр,1455,1
4,99110037,Жуков Андрей Дмитриевич,4,3,2,3,справедливая россия,1453,1
4,99110038,Сироткин Сергей Никанорович,2,4,1,3,лдпр,1455,1
4,99110039,Головатюк Андрей Михайлович,4,4,3,4,лдпр,1455,1
4,99110040,Афанасьева Елена Владимировна,3,4,1,3,лдпр,1455,1
4,99110041,Броницын Андрей Юрьевич,1,4,2,3,лдпр,1455,1
4,99110042,Геращенко Виктор Владимирович,2,3,1,2,справедливая россия,191,1
4,99110043,Денисов Олег Иванович,2,2,2,2,справедливая россия,1455,1
4,99110044,Шпак Георгий Иванович,1,3,1,1,справедливая россия,109,1
4,99110045,Бабаков Александр Михайлович,3,3,1,2,справедливая россия,1453,1
4,99110046,Нарочницкая Наталия Алексеевна,2,1,2,2,справедливая россия,1455,1
4,99110047,Мухина Елена Юрьевна,1,4,2,2,Без или др,1454,1
4,99110048,Григорьев Сергей Михайлович,2,2,2,2,справедливая россия,1455,1
4,99110049,Фоменко Александр Владимирович,4,2,2,3,Без или др,1453,1
4,99110050,Кашин Владимир Иванович,4,4,1,3,кпрф,1455,1
4,99110051,Викторов Иван Кириллович,2,3,2,3,Без или др,1453,1
4,99110052,Савельев Андрей Николаевич,4,2,2,3,справедливая россия,1452,1
4,99110053,Савельев Юрий Петрович,3,2,1,2,справедливая россия,1454,1
4,99110054,Панина Бэлла Леонидовна,2,5,2,3,единая россия,1455,1
4,99110055,Хвоинский Леонид Адамович,1,5,2,3,единая россия,1455,1
4,99110056,Косоуров Виктор Семенович,1,5,1,3,единая россия,457,1
4,99110057,Востротин Валерий Александрович,3,5,3,4,единая россия,1455,1
4,99110058,Кондауров Алексей Петрович,1,4,1,2,кпрф,1455,1
4,99110059,Муравленко Сергей Викторович,1,3,1,2,кпрф,1455,1
4,99110060,Квицинский Юлий Александрович,2,4,2,3,кпрф,1455,1
4,99110062,Стрельников Александр Николаевич,2,5,3,4,единая россия,1454,1
4,99110063,Дубровский Виктор Николаевич,1,5,2,3,единая россия,1455,1
4,99110064,Борзова Ольга Георгиевна,1,5,3,3,единая россия,1455,1
4,99110065,Москалец Александр Петрович,5,5,3,5,единая россия,1455,1
4,99110066,Саввиди Иван Игнатьевич,1,5,2,3,единая россия,1455,1
4,99110068,Воробьёв Андрей Юрьевич,1,5,3,3,единая россия,1454,1
4,99110069,Ямадаев Руслан Бекмирзаевич,1,5,3,3,единая россия,1455,1
4,99110071,Розенбаум Александр Яковлевич,1,5,2,3,единая россия,1455,1
4,99110072,Плигин Владимир Николаевич,5,5,4,5,единая россия,1455,1
4,99110074,Маргелов Виталий Васильевич,1,5,2,3,единая россия,1455,1
4,99110075,Капков Сергей Александрович,3,5,1,3,единая россия,1455,1
4,99110076,Денисов Валентин Петрович,2,5,2,3,единая россия,1455,1
4,99110078,Прозоровский Валерий Владимирович,2,5,1,3,единая россия,1455,1
4,99110079,Мединский Владимир Ростиславович,3,5,3,4,единая россия,1455,1
4,99110080,Друсинов Валентин Дмитриевич,1,5,3,3,единая россия,1455,1
4,99110081,Медведев Евгений Николаевич,1,5,1,2,единая россия,1455,1
4,99110082,Гаджиев Магомед Тажудинович,1,5,3,3,единая россия,1455,1
4,99110083,Буренин Андрей Викторович,2,5,2,3,единая россия,1455,1
4,99110084,Савченко Олег Владимирович,1,5,3,3,единая россия,1455,1
4,99110085,Гильмутдинов Ильдар Ирекович,3,5,3,4,единая россия,1455,1
4,99110086,Еремеев Олег Витальевич,3,5,1,3,единая россия,1455,1
4,99110087,Шевцов Георгий Егорович,1,5,1,3,единая россия,1455,1
4,99110088,Рагозин Кирилл Иосифович,1,5,1,2,единая россия,397,1
4,99110089,Хор Глеб Яковлевич,3,5,4,4,единая россия,1455,1
4,99110090,Пожигайло Павел Анатольевич,2,5,3,4,единая россия,891,1
4,99110091,Рудикова Любовь Михайловна,1,5,3,3,единая россия,1455,1
4,99110092,Барзыкин Юрий Александрович,2,5,3,4,единая россия,1455,1
4,99110093,Кармеев Анбяр Арифуллович,2,5,2,3,единая россия,1455,1
4,99110094,Лазарев Георгий Геннадьевич,1,5,2,3,единая россия,1455,1
4,99110095,Тимченко Вячеслав Степанович,2,5,1,3,единая россия,1455,1
4,99110096,Симановский Леонид Яковлевич,1,5,1,2,единая россия,1455,1
4,99110097,Фокин Александр Иванович,1,5,2,3,единая россия,1455,1
4,99110098,Оськина Вера Егоровна,4,5,1,3,единая россия,1455,1
4,99110099,Пирожникова Людмила Владимировна,2,5,3,3,единая россия,1455,1
4,99110100,Шибалкин Александр Степанович,1,5,3,3,единая россия,1418,1
4,99110153,Морозов Александр Владимирович,1,5,1,2,единая россия,1377,1
4,99110161,Бадалов Рубен Михайлович,4,2,2,3,справедливая россия,1338,1
4,99110282,Маркелов Михаил Юрьевич,3,2,2,2,справедливая россия,1246,1
4,99110310,Блохин Евгений Евгеньевич,1,5,3,3,единая россия,1153,1
